fips;year;GDP;GDPpc;Private;Agriculture;Farms;Mining;Utilities;Construction;Manufacturing;Finance_Insurance;Legal;Education;Health;Government;Government_federal;Government_military;Government_statelocal;cpideflator;statecpi;Private_share;Agriculture_share;Farms_share;Mining_share;Utilities_share;Construction_share;Manufacturing_share;Finance_Insurance_share;Legal_share;Education_share;Health_share;Government_share;Government_federal_share;Government_military_share;Government_statelocal_share
32;1972;3999;7314.316;3411;71;61;69;97;263;158;584;28;3;105;588;129;116;342;.232;.2637;85.29633;1.775444;1.525381;1.725431;2.425606;6.576644;3.950988;14.60365;.700175;.0750188;2.625656;14.70368;3.225806;2.900725;8.552138
32;1976;6268;9690.44;5347;85;67;90;177;416;312;726;47;6;182;921;189;170;562;.316;.3398;85.30632;1.356094;1.068921;1.435865;2.823867;6.636886;4.977664;11.58264;.7498404;.0957243;2.903637;14.69368;3.015316;2.712189;8.966177
32;1980;12007;14999.23;10572;150;111;375;281;933;601;1703;81;11;378;1435;279;239;917;.458;.4931;88.04864;1.249271;.9244607;3.123178;2.340302;7.770467;5.005414;14.18339;.6746065;.0916132;3.148164;11.95136;2.323645;1.990506;7.637212
32;1984;17023;18404.89;14892;163;109;559;584;904;830;2502;147;17;612;2131;383;368;1381;.578;.5889;87.48164;.9575281;.6403102;3.283792;3.430653;5.310462;4.875756;14.69776;.8635375;.0998649;3.595136;12.51836;2.249897;2.161781;8.112554
32;1988;25468;23690.44;22522;217;122;1342;991;1654;1050;3774;254;33;1097;2945;467;404;2075;.658;.6649;88.43254;.8520496;.4790325;5.269358;3.891158;6.494424;4.122821;14.8186;.99733;.1295744;4.307366;11.56353;1.833674;1.586304;8.147479
32;1992;36503;27011.91;32012;253;123;1695;1175;2161;1358;5846;390;46;1757;4491;769;458;3265;.78;.7893;87.6969;.6930937;.3369586;4.643454;3.218914;5.920062;3.720242;16.01512;1.068405;.126017;4.813303;12.3031;2.106676;1.254691;8.94447
32;1996;54085;32457.75;48356;373;132;1751;1577;5281;2513;9239;498;71;2277;5729;938;507;4284;.872;.8749;89.40742;.6896552;.2440603;3.237497;2.915781;9.76426;4.64639;17.08237;.9207729;.1312748;4.21004;10.59259;1.734307;.9374133;7.920866
32;2000;73719;36891.65;66169;204;178;1407;1385;6319;2777;4910;710;130;3341;7551;1207;572;5771;.957;.9868;89.75841;.2767265;.2414574;1.908599;1.878756;8.571738;3.767007;6.660427;.9631167;.1763453;4.532074;10.24295;1.637298;.7759194;7.828375
32;2004;100209;42920.27;90012;234;199;1575;1825;8673;4625;7682;1117;238;4948;10196;1577;965;7654;1.043;;89.82426;.233512;.198585;1.571715;1.821194;8.654911;4.615354;7.665978;1.11467;.2375036;4.93768;10.17474;1.573711;.9629874;7.638037
33;1964;1821;4575.377;1589;32;25;2;48;102;585;235;9;25;55;232;41;49;142;.172;.2178;87.25975;1.757276;1.372872;.1098298;2.635914;5.601318;32.12521;12.905;.4942339;1.372872;3.020319;12.74025;2.25151;2.690829;7.797913
33;1968;2607;6105.386;2288;38;28;3;63;162;830;348;12;39;86;319;67;36;217;.193;.2416;87.76371;1.457614;1.074031;.1150748;2.416571;6.214039;31.83736;13.34868;.4602992;1.495972;3.298811;12.23629;2.570004;1.380898;8.323744
33;1972;3645;4662.92;3160;46;30;5;86;236;987;553;21;68;131;484;79;65;340;.232;.2866;86.6941;1.262003;.8230453;.1371742;2.359396;6.474623;27.07819;15.17147;.5761317;1.865569;3.593964;13.27846;2.167352;1.783265;9.327847
33;1976;5519;6515.746;4773;64;39;6;126;296;1436;890;36;86;240;746;139;85;522;.316;.3731;86.48306;1.15963;.7066498;.1087153;2.283022;5.36329;26.01921;16.12611;.6522921;1.558253;4.348614;13.51694;2.518572;1.540134;9.458235
33;1980;9365;10172.6;8283;65;36;14;190;490;2860;1476;69;117;414;1082;194;109;780;.458;.5162;88.44634;.6940737;.38441;.1494928;2.028831;5.232248;30.53924;15.76081;.7367859;1.249333;4.420715;11.55366;2.071543;1.163908;8.328884
33;1984;14947;15300.77;13511;101;51;15;473;866;4143;2726;123;174;677;1437;254;181;1002;.578;.6471;90.39272;.6757209;.3412056;.1003546;3.164515;5.793805;27.71794;18.23777;.8229076;1.164113;4.529337;9.61397;1.699338;1.210945;6.703686
33;1988;23171;21403.44;21063;192;79;42;528;1691;5257;4732;239;243;1157;2108;343;206;1559;.658;.7815;90.90242;.828622;.3409434;.1812611;2.27871;7.297915;22.68784;20.42208;1.031462;1.048725;4.99331;9.097579;1.480299;.8890423;6.728238
33;1992;26555;23756.83;23844;206;84;26;1035;911;5597;5750;301;348;1826;2711;441;90;2181;.78;.8983;89.791;.7757484;.3163246;.09791;3.897571;3.430616;21.07701;21.65317;1.133497;1.310488;6.876295;10.209;1.660704;.3389192;8.213142
33;1996;34823;29643.69;31736;234;75;31;1246;1299;8775;7060;327;437;2155;3087;520;93;2474;.872;.9828;91.13517;.6719697;.2153749;.0890216;3.578095;3.730293;25.19886;20.27396;.9390345;1.254918;6.188439;8.864831;1.493266;.2670649;7.1045
33;2000;43518;35214.84;39749;221;73;23;1233;1786;7351;3960;432;624;3046;3770;606;107;3057;.957;1.0918;91.33922;.5078359;.1677467;.0528517;2.83331;4.104049;16.89186;9.099683;.9926926;1.433889;6.999403;8.663082;1.392527;.2458753;7.02468
33;2004;51432;39578.3;46754;227;89;42;1890;2551;6131;4253;514;916;4225;4679;710;181;3787;1.043;;90.9045;.4413595;.173044;.0816612;3.674755;4.959947;11.92059;8.269171;.9993778;1.780992;8.21473;9.097449;1.380463;.351921;7.36312
34;1964;24802;5987.929;22456;193;132;49;694;1249;8236;4060;180;112;583;2346;471;300;1574;.172;.2158;90.54108;.7781631;.5322151;.1975647;2.798162;5.035884;33.207;16.36965;.7257479;.4515765;2.350617;9.458915;1.89904;1.20958;6.346262
34;1968;33706;7734.282;30306;226;139;44;883;1650;11154;5285;254;160;906;3400;644;432;2324;.193;.2412;89.91277;.6705038;.4123895;.1305405;2.619712;4.895271;33.09203;15.6797;.753575;.4746929;2.687949;10.08722;1.910639;1.281671;6.894915
34;1972;45480;6199.109;40348;271;145;62;1260;2230;13184;7319;379;283;1402;5132;910;546;3676;.232;.2898;88.71592;.5958663;.3188215;.1363237;2.770448;4.903254;28.98857;16.09279;.8333333;.6222515;3.082674;11.28408;2.00088;1.200528;8.082674
34;1976;60556;8245.554;53076;376;208;67;1766;2209;15675;10141;526;363;2388;7479;1458;498;5522;.316;.3798;87.6478;.6209128;.3434837;.1106414;2.916309;3.647863;25.88513;16.74648;.8686175;.5994452;3.943457;12.35055;2.407689;.8223793;9.118833
34;1980;89656;12173.23;79189;476;228;84;2486;3533;22640;14474;826;544;3704;10468;2064;579;7824;.458;.5278;88.32538;.5309182;.2543053;.0936914;2.77282;3.940618;25.25208;16.14393;.9212992;.6067636;4.131347;11.67574;2.302133;.6458017;8.726688
34;1984;134933;17954;120242;723;326;86;3927;5892;28832;24491;1327;767;5808;14691;2835;962;10894;.578;.6653;89.11237;.5358215;.2416014;.0637353;2.910333;4.366611;21.36764;18.15049;.9834511;.5684302;4.304358;10.88763;2.101043;.7129464;8.073637
34;1988;196353;25459.55;176540;1133;387;128;5271;10616;36193;39502;2363;968;9287;19812;3314;1064;15434;.658;.8145;89.9095;.577022;.197094;.0651887;2.684451;5.406589;18.43262;20.11785;1.203445;.4929897;4.729747;10.08999;1.687777;.5418812;7.860333
34;1992;233153;29586.04;207301;1145;389;125;6506;8265;36446;50541;3099;1349;14350;25851;4368;1022;20461;.78;.9414;88.912;.4910938;.1668432;.0536129;2.790442;3.544883;15.6318;21.67718;1.32917;.57859;6.154757;11.08757;1.873448;.4383388;8.775783
34;1996;281806;34579.14;250911;1486;470;186;8265;9712;39797;62303;3717;1650;16593;30895;4650;966;25279;.872;1.0263;89.03678;.5273131;.1667814;.0660029;2.932869;3.446342;14.12213;22.10847;1.318992;.5855092;5.888093;10.96322;1.650071;.342789;8.970355
34;2000;344824;40980.47;311156;639;478;212;6716;12845;41290;27279;4663;2871;21092;33668;4913;1044;27711;.957;1.138;90.23618;.1853119;.1386214;.0614806;1.94766;3.725089;11.97422;7.910992;1.352284;.8325987;6.116744;9.763822;1.424785;.3027631;8.036274
34;2004;410096;47143.55;367768;617;459;247;8158;16849;39547;32176;5241;3459;28665;42328;5843;1461;35023;1.043;;89.67851;.1504526;.111925;.0602298;1.98929;4.10855;9.643352;7.845968;1.277993;.843461;6.989827;10.32149;1.424788;.356258;8.540195
35;1964;3153;5949.057;2534;105;96;549;104;168;145;432;14;5;66;619;197;138;284;.172;.1887;80.3679;3.330162;3.044719;17.41199;3.298446;5.328259;4.598795;13.70124;.4440216;.1585791;2.093245;19.6321;6.248018;4.376784;9.007295
35;1968;3804;7057.514;2996;141;128;626;134;188;179;463;16;9;83;808;270;128;410;.193;.208;78.7592;3.706625;3.364879;16.45636;3.522608;4.942166;4.705573;12.1714;.4206099;.2365931;2.181914;21.2408;7.097792;3.364879;10.77813
35;1972;5410;5019.414;4222;198;179;671;192;324;272;733;29;18;142;1187;359;213;615;.232;.2431;78.04066;3.659889;3.308688;12.40296;3.548983;5.988909;5.027727;13.54898;.5360444;.3327172;2.624769;21.94085;6.635859;3.937153;11.36784
35;1976;9253;7742.047;7382;259;231;1790;347;513;434;1152;48;24;245;1871;538;298;1035;.316;.315;79.77953;2.799092;2.496488;19.34508;3.750135;5.544148;4.690371;12.45002;.5187507;.2593753;2.64779;20.22047;5.814331;3.220577;11.18556
35;1980;16016;12288.79;13276;378;335;4205;580;813;841;1788;95;37;434;2740;752;395;1593;.458;.4508;82.89211;2.36014;2.091658;26.255;3.621379;5.076174;5.250999;11.16384;.5931568;.231019;2.70979;17.10789;4.695305;2.466284;9.946303
35;1984;22052;15565.06;18073;395;328;4535;1105;1075;1181;2660;168;51;732;3979;973;651;2354;.578;.5467;81.95628;1.791221;1.487393;20.56503;5.010883;4.874841;5.355523;12.0624;.7618356;.2312715;3.319427;18.04371;4.412298;2.952113;10.67477
35;1988;23780;15955.92;18811;574;466;2834;876;1056;1367;2977;271;71;1075;4969;1203;735;3031;.658;.6143;79.10429;2.413793;1.95963;11.91758;3.683768;4.440706;5.748528;12.51892;1.139613;.2985702;4.520606;20.89571;5.058873;3.090833;12.74601
35;1992;32581;20421.3;26031;799;655;2685;1129;1264;4297;3900;324;115;1565;6550;1682;859;4008;.78;.7302;79.89626;2.452349;2.010374;8.240999;3.46521;3.879562;13.18867;11.97017;.9944446;.3529665;4.803413;20.10374;5.162518;2.636506;12.30165
35;1996;43658;24914.31;35838;807;616;3896;1330;1833;7464;5335;376;164;2071;7820;1900;949;4971;.872;.8095;82.08805;1.848459;1.410967;8.923908;3.046406;4.198543;17.09652;12.21998;.8612396;.3756471;4.74369;17.91195;4.352009;2.173714;11.38623
35;2000;50725;27885.5;41493;887;741;4075;1186;2156;6879;1710;458;221;2799;9232;2039;857;6336;.957;.9096;81.7999;1.748645;1.460818;8.033514;2.338098;4.25037;13.56136;3.371119;.9029078;.4356826;5.517989;18.2001;4.019714;1.689502;12.49088
35;2004;63452;33338.08;51233;1253;1122;7000;1397;2787;6435;2089;514;333;4107;12219;2585;1235;8399;1.043;;80.74293;1.974721;1.768266;11.03196;2.201664;4.392296;10.14152;3.292252;.8100612;.5248061;6.472609;19.25708;4.073946;1.946353;13.23678
36;1964;75624;6678.206;68446;593;460;140;1571;2935;18039;15520;786;523;1950;7178;1411;345;5422;.172;.1973;90.5083;.7841426;.6082725;.1851264;2.077383;3.881043;23.85354;20.52258;1.039353;.6915794;2.578547;9.491695;1.86581;.4562044;7.169682
36;1968;99955;8729.694;89362;723;540;129;1908;3614;23050;20807;1052;811;2855;10593;1613;353;8627;.193;.2233;89.40223;.7233255;.5402431;.1290581;1.908859;3.615627;23.06038;20.81637;1.052474;.8113651;2.856285;10.59777;1.613726;.3531589;8.630884
36;1972;127515;6948.377;111662;846;595;151;2637;5026;25159;25968;1534;1386;4598;15853;2234;496;13123;.232;.2682;87.56773;.6634514;.4666118;.1184174;2.067992;3.941497;19.73023;20.36466;1.202996;1.086931;3.60585;12.43226;1.751951;.3889738;10.29134
36;1976;163578;9100.481;142036;1118;816;234;4047;4497;31338;33169;2248;1780;7144;21542;2955;589;17998;.316;.3527;86.83075;.683466;.4988446;.143051;2.474049;2.749147;19.15783;20.27718;1.374268;1.088166;4.367335;13.16925;1.806478;.3600729;11.0027
36;1980;234974;13382.61;207593;1565;1157;368;5286;6724;43753;54674;3746;2391;10258;27381;4036;772;22573;.458;.4923;88.34722;.6660311;.4923949;.1566131;2.249611;2.861593;18.62036;23.26811;1.594219;1.017559;4.36559;11.65278;1.717637;.328547;9.606595
36;1984;342054;19275.31;304240;1878;1253;569;8988;11230;57114;85194;6592;3868;15647;37815;5209;1383;31223;.578;.624;88.94502;.5490361;.3663164;.166348;2.627655;3.283107;16.69736;24.90659;1.927181;1.130816;4.574424;11.05527;1.522859;.4043221;9.128091
36;1988;462765;25793.2;411789;2327;1269;569;11223;18815;66283;125049;11019;5135;22658;50976;6543;1804;42629;.658;.7591;88.98447;.502847;.2742213;.1229566;2.425205;4.065779;14.32325;27.02214;2.381122;1.109635;4.896222;11.01553;1.413893;.3898307;9.211803
36;1992;532616;29189.79;472659;2501;1361;369;11923;15617;67667;152298;14708;6606;33121;59957;8196;2185;49576;.78;.88;88.74292;.4695691;.2555312;.0692807;2.238573;2.932131;12.70465;28.59433;2.761464;1.240293;6.218552;11.25708;1.53882;.4102393;9.30802
36;1996;630003;33892.16;563366;2794;1415;488;14248;16922;72180;200611;15871;7548;38127;66637;9197;1761;55678;.872;.9632;89.42275;.4434899;.2246021;.0774599;2.261576;2.686019;11.45709;31.84286;2.519194;1.198089;6.051876;10.57725;1.459834;.2795225;8.837736
36;2000;777157;40953.75;697939;1695;1337;435;13905;24138;60265;131570;17478;10328;53828;79218;10502;1947;66769;.957;1.0853;89.80669;.2181026;.1720373;.0559732;1.789214;3.105936;7.754546;16.92966;2.248966;1.328946;6.926271;10.19331;1.351336;.2505285;8.591443
36;2004;896422;46622.87;798717;2064;1716;671;17062;28652;59800;129922;22933;13791;68437;97705;11659;3050;82996;1.043;;89.10056;.2302487;.1914277;.0748531;1.903345;3.196262;6.670965;14.4934;2.558282;1.53845;7.634462;10.89944;1.300615;.3402416;9.258586
37;1964;13453;4940.507;11799;733;694;32;285;527;5133;1297;47;72;234;1654;252;490;912;.172;.1697;87.70535;5.448599;5.1587;.2378652;2.118487;3.917342;38.15506;9.640972;.3493645;.5351966;1.739389;12.29466;1.873188;3.64231;6.779157
37;1968;18931;6481;16444;697;637;39;359;818;7102;1928;70;119;390;2487;357;682;1448;.193;.1905;86.86282;3.681792;3.364851;.2060113;1.896361;4.320955;37.51519;10.18435;.3697639;.6285986;2.060113;13.13718;1.885796;3.602557;7.64883
37;1972;27991;5285.225;24207;1034;938;58;649;1324;9786;3223;114;214;611;3784;549;931;2303;.232;.2292;86.48137;3.694045;3.351077;.2072095;2.318602;4.730092;34.96124;11.51442;.4072738;.7645314;2.182844;13.51863;1.961345;3.326069;8.227645
37;1976;40370;7217.354;34551;1653;1515;79;1184;1686;13180;4660;167;307;1043;5819;811;1398;3611;.316;.3067;85.58583;4.094625;3.752787;.1956899;2.932871;4.176369;32.64801;11.54323;.4136735;.7604657;2.583602;14.41417;2.008918;3.462968;8.944761
37;1980;59303;10085.38;50676;1534;1309;235;1720;2338;19273;6995;321;429;1778;8627;1199;1956;5472;.458;.4342;85.45267;2.586716;2.207308;.39627;2.900359;3.942465;32.4992;11.79536;.541288;.7234035;2.998162;14.54733;2.02182;3.298316;9.227189
37;1984;89299;14487.1;77007;2294;1979;351;2876;3452;28415;10706;510;662;2804;12292;1660;3326;7307;.578;.5445;86.23501;2.568898;2.21615;.3930615;3.220641;3.865665;31.82006;11.98894;.571115;.7413297;3.140013;13.76499;1.858923;3.724566;8.182622
37;1988;125205;19319.75;108152;2544;1931;382;3753;5739;38538;15214;872;913;4483;17053;2230;3830;10993;.658;.6266;86.37994;2.031868;1.542271;.3050996;2.997484;4.583683;30.77992;12.15127;.6964578;.7292041;3.580528;13.62006;1.781079;3.058983;8.780001
37;1992;159245;23088.31;136013;3552;2888;192;4753;5884;47696;19496;1225;862;7850;23231;3130;5026;15076;.78;.7424;85.41116;2.230525;1.813558;.1205689;2.984709;3.694936;29.95133;12.24277;.7692549;.5413043;4.929511;14.58821;1.965525;3.156143;9.467174
37;1996;201329;26841.47;173922;4768;3760;399;5500;9074;54933;26501;1519;1170;10069;27408;3604;5290;18514;.872;.8383;86.38696;2.368263;1.86759;.1981831;2.731847;4.507051;27.28519;13.16303;.7544864;.5811383;5.001266;13.61354;1.790105;2.62754;9.195893
37;2000;273698;34002.65;240110;3852;3188;532;4787;13364;66915;21909;2132;1742;14384;33587;4111;5857;23619;.957;.9457;87.72808;1.407391;1.164787;.1943748;1.749008;4.882754;24.44848;8.004808;.7789608;.6364679;5.255427;12.27155;1.50202;2.13995;8.629584
37;2004;324383;37978.53;282684;4843;4137;515;6088;14903;64742;34124;2569;2545;20127;41699;4934;8486;28279;1.043;;87.14513;1.492988;1.275344;.1587629;1.876794;4.594261;19.95851;10.51966;.7919651;.7845664;6.204702;12.85487;1.521042;2.616043;8.717781
38;1964;1580;4364.641;1301;269;262;61;49;129;49;153;7;3;46;278;61;72;145;.172;.1919;82.34177;17.02532;16.58228;3.860759;3.101266;8.164557;3.101266;9.683544;.443038;.1898734;2.911392;17.59494;3.860759;4.556962;9.177216
